	A1	A2	A3	A4	B1	B2	B3	B4	C1	C2	C3	C4	D1	D2	D3	D4
TBR1	0.00540721	0.00455677	0.00531995	0.00587837	1.13190377	1.08207567	1.13604339	1.12094828	0.2490979	0.23743328	0.2307168	0.2360941	0.67144954	0.6606383	0.66264046	0.18515294
TRPS1	0.29299745	0.29315729	0.3002715	0.30227296	0.3181547	0.31994426	0.32027656	0.30750713	0.31729515	0.32053606	0.32861194	0.33048937	0.28639003	0.28257085	0.30878154	0.28529356
TCF8	0.16138924	0.16130575	0.15753889	0.1539128	0.29754695	0.29494014	0.29485238	0.29490746	0.19989286	0.19261996	0.19551461	0.20240112	0.20188675	0.19350242	0.20834523	0.20368737
TNFAIP3	0.86017528	0.84142031	0.85780627	0.86741993	0.0608999	0.06356211	0.06111864	0.06224548	0.71386344	0.71116926	0.71302288	0.67889815	0.27297996	0.27661762	0.28652092	0.27433476
STAT1	0.43875283	0.42514365	0.43329753	0.43074029	0.39869898	0.39121421	0.39118079	0.38929849	0.49643818	0.49192677	0.4897029	0.48618543	0.30775508	0.29921692	0.29976439	0.30392675
9-Sep	8.75015142	8.69367614	8.95577785	9.28226897	3.40140326	3.44416693	3.35242856	3.40680683	7.63949414	7.57155473	7.53492965	7.5460054	3.8142362	3.96135805	3.97344567	4.02470775
SLC4A1AP	0.3275487	0.33145517	0.33773403	0.34966949	0.47354531	0.46992589	0.46037735	0.47341039	0.42099562	0.40634464	0.4039437	0.40561507	0.37417826	0.36259238	0.35586005	0.39902723
SPATA20	0.12986705	0.12358639	0.12198783	0.13050155	0.1332275	0.14342075	0.13556055	0.14530794	0.07288372	0.1245568	0.13547449	0.13954264	0.10979986	0.10678392	0.11704457	0.1079114
WNT2B	0.00659176	0.0062202	0.00634332	0.00621017	0.02586557	0.02740453	0.02656511	0.02587817	0.01042147	0.01034972	0.0123563	0.01239131	0.022577	0.02141022	0.02150707	0.02150921
TOE1	0.05824699	0.05939717	0.05016633	0.05742598	0.01382415	0.01506006	0.0184122	0.01536717	0.04603215	0.04612987	0.04174062	0.04082253	0.02092244	0.02243439	0.02235131	0.02620109
SYNC1	0.06270462	0.06493701	0.05878825	0.06129389	0.01536822	0.01437848	0.01627339	0.01499663	0.05514324	0.05255396	0.05634869	0.0549553	0.02252864	0.02293019	0.02353406	0.02256658
ST3GAL4	0.08664869	0.08060505	0.0832625	0.0851053	0.01145655	0.01223193	0.01238769	0.01223324	0.07276175	0.07198404	0.06840096	0.06994313	0.02763216	0.0302682	0.02951105	0.02689095
TLE4	0.13243295	0.13449679	0.12906743	0.12003635	0.47228019	0.46683079	0.45226756	0.45066092	0.28033179	0.29142064	0.28238272	0.26940999	0.30976725	0.29968788	0.31001362	0.31568137
SUGT1	1.18090104	1.17027759	1.13155462	1.16975086	1.65260785	1.67649137	1.6627409	1.61286481	1.38823599	1.37278986	1.32768767	1.33777291	1.22836438	1.26158542	1.25942569	1.2539567
USP28	0.30353103	0.30313257	0.29592491	0.31275908	0.19185508	0.18532855	0.19287907	0.19275313	0.30617187	0.30878364	0.30448929	0.30851046	0.18473817	0.18371336	0.18465858	0.18822325
TMSB10	38.3505739	39.52329445	38.49981937	38.83089385	18.81932133	17.83329602	18.34154592	17.69862181	34.89133956	36.14674245	35.98492364	36.64038156	21.42927576	21.81474882	21.64753241	22.19477975
TEX13B	0.00067305	0.00082535	0.00046296	0.00064498	0.00046434	0.00046434	0.00046434	0.00046434	0.00046624	0.00046624	0.00046624	0.00046624	0.00036214	0.00036214	0.00036214	0.00036214
TBN	0.15269087	0.1507109	0.15504869	0.1502396	0.06524121	0.06871996	0.0666199	0.06368677	0.13398234	0.14046497	0.13650924	0.13111446	0.07661518	0.07352057	0.07369592	0.07516223
SHC3	0.02853439	0.03068049	0.02879822	0.02970594	0.47529658	0.54866472	0.52210343	0.50015983	0.15845513	0.16046999	0.14578584	0.1553352	0.32952325	0.33138843	0.34166556	0.35337714
CD300LG	0.00046296	0.00046296	0.00046296	0.00046296	0.00046434	0.00046434	0.00046434	0.00046434	0.00046624	0.00046624	0.00046624	0.00046624	0.00036214	0.00036214	0.00036214	0.00036214
STAG3	0.0579235	0.05923279	0.05875516	0.05510205	0.00769718	0.0063711	0.00755216	0.00697852	0.0501187	0.04859466	0.04739115	0.0535028	0.01836348	0.02034056	0.02096059	0.01847966
THUMPD1	0.25197232	0.24998921	0.24401753	0.23659519	0.19287874	0.19475514	0.19525568	0.1989321	0.24426119	0.22958458	0.23549212	0.23539971	0.15492005	0.18103168	0.18261723	0.18125901
TAIP-2	0.00332433	0.0029072	0.00323055	0.00385486	0.43798188	0.42915525	0.43199826	0.42521248	0.10505569	0.10605188	0.10453102	0.10370755	0.30715349	0.3020734	0.31141765	0.30771616
TFG	0.79744612	0.7756436	0.80782833	0.79638506	0.39489205	0.4089583	0.41071421	0.41660108	0.82062816	0.81797261	0.82456576	0.81552197	0.49478815	0.53105151	0.52577668	0.52765738
ST18	0.00231829	0.00311964	0.0030205	0.00408257	0.70466526	0.71079397	0.71959793	0.70083685	0.15311402	0.15012535	0.14324515	0.14774727	0.46373784	0.48224374	0.50068748	0.49908506
SMAP	0.87727815	0.91869411	0.8842146	0.84904798	0.80645417	0.79534341	0.79678148	0.81398188	0.92831047	0.97155012	0.95130226	0.94026679	0.8761012	0.87516525	0.86477172	0.85037348
SEMA4G	0.12616696	0.12714522	0.15932374	0.15138677	0.10757911	0.10959983	0.12562075	0.12416501	0.11942151	0.1301612	0.15283049	0.15342198	0.10675645	0.11860458	0.1259933	0.12268443
TXNDC10	0.15676772	0.15560037	0.16140681	0.15603778	0.17683318	0.17233224	0.17118605	0.17271353	0.19648497	0.19183306	0.19476576	0.19581739	0.15306775	0.15393462	0.16583433	0.16392468
TMSL8	0.208941	0.20376779	0.19125873	0.18802758	0.00445099	0.00495515	0.00428159	0.0044202	0.18750109	0.18591093	0.17884881	0.17353455	0.07201567	0.06741137	0.06326133	0.06181729
STARD8	0.10612384	0.10959238	0.11113841	0.10846951	0.0579593	0.05341974	0.0594286	0.05765212	0.09444571	0.09945958	0.10216602	0.09863359	0.06464306	0.06911468	0.06616996	0.07081563
UBC	8.08950565	8.539707	8.19057026	7.71958816	11.32610376	11.23670129	11.27703088	11.16169595	10.04369753	9.51959022	9.33598803	9.63368847	7.42322469	7.85993688	8.0213747	8.06572304
18S	51092.39661	50398.25179	47965.08722	50299.46484	47278.79384	50105.53216	49906.55157	47148.37801	51716.20135	52235.70326	51624.49917	49042.09128	45769.71443	46673.93587	45574.80175	45517.27944
HPRT1	1.41927058	1.43488247	1.41267948	1.44336326	1.17596903	1.18084854	1.12619845	1.19268886	1.45158664	1.44331459	1.43432978	1.4388607	1.02182552	0.99245659	0.99723348	1.01495051
RB1	0.36849333	0.37946576	0.38281364	0.37109283	0.203799	0.19374156	0.18601502	0.19675058	0.33045695	0.32942198	0.33350414	0.33582785	0.25736305	0.26483977	0.25414344	0.25711686
BIRC5	1.64144215	1.62975569	1.65415261	1.63962476	0.00306889	0.00437614	0.00446805	0.0033114	1.28199004	1.25157233	1.22800907	1.22361434	0.49835806	0.49260601	0.4931972	0.46366156
CHAD	0.00294285	0.00408483	0.00326001	0.00372848	0.37807167	0.37845996	0.36648806	0.37853765	0.06598991	0.06295614	0.06183583	0.06281744	0.19171615	0.20272687	0.19783169	0.20405942
CHGA	0.01136322	0.01094935	0.00911989	0.01178783	2.97024928	2.93915533	2.89921902	2.90537916	0.45851673	0.47569122	0.47232914	0.47601254	1.88820093	1.75358571	1.77358541	1.8920803
ABCD1	0.0807733	0.08576749	0.08503281	0.0863433	0.01097882	0.01108401	0.01352294	0.01197386	0.06501987	0.06507867	0.06575471	0.05976126	0.03254131	0.03596871	0.0364801	0.03637386
CD3E	0.60916751	0.59870014	0.59754395	0.61570159	0.00225712	0.00287541	0.0026083	0.00287332	0.39492724	0.40148994	0.41002876	0.40150685	0.15217638	0.152683	0.14922752	0.14133359
VWF	0.01425679	0.01631712	0.01304579	0.01422604	0.71578133	0.71637755	0.71605743	0.68368477	0.11811487	0.12564586	0.11348574	0.12193023	0.40339379	0.41159782	0.38738742	0.40633554
ZNF262	0.71759086	0.75607229	0.71931131	0.73774769	0.99172935	0.97310237	0.89815713	0.94566217	0.70977992	0.75010546	0.75617592	0.72083432	0.88042886	0.85769507	0.88283257	0.85431457
ZNF258	0.00648811	0.00935324	0.00812267	0.00833691	0.0052962	0.00394725	0.00591033	0.00440395	0.00639995	0.0047672	0.00513205	0.00513437	0.00547261	0.00485029	0.00478815	0.00534
WRN	0.13629725	0.13133613	0.13967839	0.14591245	0.03754012	0.03740715	0.0380564	0.03717599	0.10545691	0.10547427	0.1057909	0.10261882	0.06027155	0.06053127	0.06161416	0.06561368
POLR2A	0.97297344	0.97622948	1.04717866	1.0053709	1.00953455	1.01937681	0.9912982	0.98025654	0.99866993	0.97886208	1.00839923	1.0144345	0.96783217	1.04696724	0.9933349	0.99350752
ZNF146	0.3542508	0.36361436	0.36816859	0.33942882	0.24885182	0.22772705	0.24693714	0.22781372	0.28735045	0.27855473	0.2811048	0.28380575	0.25896163	0.25533637	0.25631116	0.25107539
AFP	5.7027925	5.67005559	5.72229736	5.86954055	0.00044358	0.00044937	0.00044358	0.00044358	3.89589164	3.91485944	3.82275913	3.96228447	1.66791783	1.7316943	1.71551221	1.78173889
IL1B	0.02257692	0.02434007	0.02843376	0.02812418	0.06444564	0.06976982	0.07286017	0.06510555	0.03110145	0.02669763	0.03089291	0.03290226	0.04188953	0.04968356	0.04853174	0.04832208
VCAM1	0.03671154	0.03773274	0.04039899	0.03782077	0.02342093	0.02234981	0.02332212	0.02346899	0.03193105	0.03107083	0.03424431	0.0335475	0.0228255	0.02298354	0.02420359	0.02400147
FLT3	0.00104926	0.00096403	0.00054514	0.00075242	0.09135227	0.08905463	0.09683255	0.09556195	0.01701648	0.01273252	0.01371993	0.0145369	0.06101384	0.06154755	0.06140847	0.05392095
CGA	0.86530093	0.80928925	0.84127329	0.836429	0.00074181	0.00117386	0.00052332	0.00044358	0.59592387	0.61313705	0.60654148	0.58537953	0.25781667	0.25388969	0.25950298	0.27309347
CHEK1	0.07559499	0.07747717	0.07411751	0.07730622	0.0025519	0.00181218	0.00177934	0.00209703	0.05828928	0.05833872	0.06781961	0.05554249	0.0237143	0.02322468	0.02404019	0.02334545
MAPK14	0.93441508	0.95036	0.98288025	0.91594414	0.82163657	0.80596516	0.80476829	0.84667976	0.92227608	0.8821548	0.8862902	0.87596368	0.76606307	0.76892297	0.77109355	0.79030776
TGFA	0.04333559	0.04262622	0.04224653	0.04290738	0.08634358	0.09002495	0.0948152	0.08723097	0.04094385	0.04224763	0.04165808	0.04071186	0.06848926	0.07047988	0.06804329	0.07149088
MAP3K14	0.09459985	0.09253945	0.09501081	0.09945107	0.10598656	0.10055729	0.10429472	0.10435355	0.08318989	0.08118202	0.09152312	0.09268813	0.09197184	0.09548403	0.09415069	0.09419711
MAP3K8	0.00882729	0.00825606	0.00993548	0.00911863	0.0098639	0.00917956	0.01013393	0.00920433	0.00921036	0.00837789	0.00951092	0.00890601	0.01012853	0.00945994	0.00968129	0.01012975
WNT1	0.00099359	0.00037563	0.00152463	0.00099254	0.00115313	0.00115384	0.00107803	0.00066437	0.00060175	0.00085761	0.00098514	0.00032866	0.00039161	0.00089383	0.00078825	0.00039161
RARRES3	0.23271751	0.23383634	0.23020449	0.22787982	0.35465034	0.35585086	0.35665554	0.35105636	0.21362936	0.22459469	0.21951267	0.20741276	0.28365137	0.27488906	0.2628954	0.27809688
XK	0.04708822	0.05048633	0.04797981	0.05187083	0.07616139	0.07522767	0.08100352	0.07978462	0.04599929	0.04626743	0.04917252	0.04694106	0.05664609	0.05527247	0.05850868	0.05631736
ZP2	0.00037563	0.00037563	0.00037563	0.00037563	0.05955344	0.06709909	0.05817462	0.06245214	0.010024	0.00994023	0.00928635	0.00972832	0.03839542	0.03943749	0.03815135	0.03813252
FPGT	0.06677772	0.07084076	0.06431972	0.07235631	0.17243675	0.16514138	0.17217018	0.17085033	0.07792395	0.07766512	0.07536873	0.07387543	0.10127299	0.10087714	0.10765849	0.11167126
ABCD2	0.00754877	0.00739694	0.00887611	0.00823394	0.31072965	0.31027463	0.33167277	0.33605933	0.05326204	0.04835381	0.05326521	0.05260066	0.18357173	0.17797794	0.18774237	0.19341245
TROAP	0.53077928	0.58013141	0.5236945	0.52926704	0.00067818	0.00081894	0.00044358	0.00140528	0.36842315	0.34977521	0.37905633	0.35617501	0.14805926	0.14618245	0.14306708	0.14987412
ABCA1	0.08296699	0.08299819	0.08805854	0.08523718	0.04862652	0.05301744	0.05346282	0.05307619	0.0609885	0.06376933	0.05815782	0.06006395	0.05015935	0.04927263	0.05181377	0.04906198
DMXL1	0.12814825	0.13035272	0.13254978	0.13038877	0.28064626	0.29452147	0.30793531	0.29189896	0.14970636	0.15363388	0.15555361	0.15282568	0.20897964	0.21747385	0.21821462	0.20429923
MLANA	0.63740242	0.69549302	0.68539281	0.70755628	0.00044358	0.00044358	0.00044358	0.00044358	0.51833911	0.45799984	0.51458278	0.57037741	0.17538849	0.17767654	0.18831991	0.18539679
HMGCS2	0.00308546	0.0047615	0.00496953	0.00463823	0.00044358	0.00049753	0.00044358	0.00060783	0.00266068	0.002809	0.00444806	0.00251553	0.00173438	0.00109879	0.00137073	0.0028233
COG2	0.3732021	0.37749994	0.37660374	0.38532889	0.44286627	0.44577074	0.44328301	0.45349617	0.34394256	0.35969241	0.38202992	0.36557553	0.38856892	0.38810795	0.37380853	0.37781718
COMMD3	0.34536998	0.33362148	0.33850768	0.3275512	0.36371363	0.35434516	0.35778723	0.36427186	0.30638949	0.3109241	0.31576392	0.30784152	0.33701384	0.32299813	0.33076054	0.31765722
GTF3C5	0.89191011	0.86142553	0.88767769	0.95091557	0.6792421	0.66397404	0.65018544	0.70080261	0.7194432	0.68461785	0.70803555	0.70640872	0.6176089	0.6185635	0.60084058	0.6018899
ZNF225	0.00871219	0.0089831	0.00866079	0.00877195	0.01186518	0.01205686	0.01252609	0.01272018	0.00760412	0.00810379	0.00831313	0.00736237	0.00897772	0.00867533	0.0099055	0.00989
SEC24D	0.58373798	0.57080087	0.5560599	0.56790783	0.18100611	0.18504038	0.18870658	0.18050694	0.42331328	0.44743831	0.40750241	0.44366266	0.29220587	0.28286298	0.28734086	0.28530275
CRELD1	0.07785915	0.07658979	0.07749368	0.06978891	0.20235145	0.21301834	0.20960731	0.20449451	0.08820109	0.09105757	0.08512394	0.08720766	0.16031737	0.17067044	0.16372006	0.15675029
ZBTB20	0.11346866	0.10907871	0.11022859	0.1130677	0.69370937	0.71105366	0.697828	0.7005403	0.18800557	0.19581829	0.19406242	0.19403259	0.38560543	0.39863887	0.41197654	0.43258859
GTF2A1	0.23594272	0.23296998	0.24848582	0.24560452	0.45598928	0.44424442	0.46668659	0.46946322	0.26411227	0.2763498	0.26678975	0.27165293	0.33317841	0.3486304	0.33844248	0.3399123
ZNF331	0.13327475	0.13469509	0.13963687	0.13043267	0.36282289	0.35554219	0.35364545	0.36241414	0.15167342	0.1513655	0.14916735	0.1494033	0.24585767	0.23918569	0.26390376	0.25645009
ZNF167	0.00434379	0.00433354	0.00434436	0.0041461	0.01490443	0.01363274	0.01326241	0.01333236	0.00549096	0.00514524	0.00510685	0.0053537	0.01048626	0.00973728	0.00904588	0.00891677
MOSPD1	0.17084073	0.17520373	0.1725871	0.17637222	0.0713793	0.07373695	0.07202792	0.06956423	0.14308402	0.13929888	0.14182134	0.13841028	0.08985273	0.09053013	0.09538872	0.09263757
ZNF350	0.05751246	0.0563283	0.06054158	0.05887818	0.1365076	0.14423772	0.1341341	0.13468465	0.06261924	0.06426798	0.06625492	0.06636308	0.09733996	0.09265596	0.09410403	0.08947716
APOBEC3G	0.05382368	0.05792589	0.05849824	0.056977	0.01026068	0.01003151	0.01046812	0.01006484	0.04049367	0.04177485	0.04349018	0.04483209	0.02021463	0.01947762	0.0234526	0.02165711
NR0B2	0.16807962	0.17630207	0.16374827	0.16825667	0.00196493	0.00167024	0.00192312	0.00123134	0.13586018	0.13212423	0.13816153	0.13214356	0.04845231	0.05386066	0.0526173	0.05359909
ZNF557	0.13161317	0.1159061	0.1193478	0.11655016	0.18673912	0.18665258	0.18544307	0.18115568	0.1342544	0.12331404	0.1245567	0.12165051	0.16056469	0.16704627	0.16133313	0.1575946
SE57-1	0.01568999	0.01429703	0.01613038	0.01513118	0.01574168	0.01721331	0.01894581	0.01868455	0.01517413	0.01342127	0.01356885	0.01456742	0.01231239	0.0131488	0.01498657	0.01478244
COASY	0.54450902	0.54645722	0.57271572	0.56750626	0.28760962	0.27741843	0.30681719	0.28686566	0.46989983	0.46272099	0.47759696	0.46540353	0.3197522	0.31715793	0.32466995	0.3209794
RARA	0.54446564	0.5509253	0.5856489	0.58458956	0.34331568	0.26143422	0.26523643	0.27058949	0.41964096	0.45965158	0.45751016	0.45731775	0.30492558	0.31998115	0.3189029	0.3160404
ZNF140	0.01668796	0.01790362	0.01902246	0.01843527	0.02103274	0.02517282	0.02445742	0.02555779	0.01498834	0.01677806	0.01626746	0.01644794	0.01846834	0.01823637	0.01925053	0.01950564
ZNF192	0.08604691	0.08825164	0.09131713	0.084926	0.07410312	0.08020929	0.07828324	0.0849368	0.07753883	0.07687884	0.08319694	0.07464092	0.08677927	0.09151823	0.0928617	0.08972798
ABCA2	0.50150504	0.50055674	0.51361566	0.51199247	3.5512896	3.58015129	3.62277107	3.59495884	1.0748358	1.11140336	1.08726325	1.07782989	2.45596571	2.45523478	2.4792216	2.430237
P2RXL1	0.04723752	0.0497716	0.05616405	0.05290065	0.10081757	0.09695109	0.09508953	0.10203334	0.04984417	0.05723828	0.05719432	0.05494881	0.07040644	0.07877584	0.07855001	0.07654101
FOXA1	0.80581266	0.8256348	0.83625071	0.82211041	0.00044358	0.00044358	0.00050369	0.00044358	0.58011797	0.57495645	0.58711073	0.59656019	0.23313199	0.24143553	0.21999731	0.23114751
ZFP36L2	2.76440482	2.64515919	2.84294228	2.7919491	0.89918381	0.84559674	0.88178954	0.88134015	1.98709242	2.02295247	1.9775784	2.03274429	1.1551469	1.20547437	1.23213272	1.18288006
ZNF358	0.28778736	0.2845625	0.26169931	0.30444294	0.79269418	0.81435965	0.76273779	0.81369141	0.33632201	0.32386131	0.32673033	0.33672514	0.58575012	0.61961901	0.59573628	0.64096523
FMO5	0.21222846	0.19732517	0.21909193	0.20221887	0.03146625	0.03225217	0.03159941	0.03037888	0.15562588	0.16411289	0.15768213	0.15228887	0.08477379	0.08607658	0.0863677	0.08949537
ZNF101	0.1834661	0.18197329	0.17781333	0.18693074	0.06736621	0.06610594	0.0671467	0.0671544	0.14664287	0.13972871	0.1500337	0.14540323	0.09058221	0.09612882	0.089383	0.09161615
ZIM3	0.00037563	0.00037563	0.00037563	0.00037563	0.00044358	0.00044358	0.00044358	0.00044358	0.00032866	0.00032866	0.00032866	0.00032866	0.00039161	0.00039161	0.00039161	0.00039161
MMP21	0.0003998	0.00051385	0.00054583	0.00121255	0.00427238	0.00368539	0.00339229	0.00485994	0.00135738	0.00073513	0.00095133	0.00126309	0.00309187	0.00260655	0.00260275	0.00273455
ZSCAN4	0.00263338	0.001385	0.00260378	0.00125452	0.00118608	0.00134952	0.00089782	0.000997	0.00124149	0.00147228	0.00096698	0.00140609	0.00056555	0.00208376	0.00129409	0.00176101
ZNF434	0.04368888	0.04341644	0.04232798	0.04458173	0.04434914	0.04404476	0.04506541	0.04242762	0.04648186	0.04875234	0.04644041	0.04466117	0.04506743	0.04193371	0.04226252	0.04345532
ZNF548	0.11984944	0.11562775	0.11871063	0.11717753	0.15300847	0.14895719	0.15100113	0.14720851	0.11660321	0.11483095	0.11008199	0.11473152	0.1271151	0.11804883	0.11296694	0.12701684
WNT2	0.00037563	0.00037563	0.00037563	0.00037563	0.01265538	0.01336504	0.01538385	0.01580469	0.00290662	0.00224128	0.00249868	0.00208996	0.00825347	0.00707957	0.00750211	0.00899746
VAMP3	0.82321692	0.81476791	0.82254577	0.83386357	1.0438262	1.05337174	1.07125689	1.03795603	0.86522852	0.85122098	0.83242687	0.84656723	0.30054268	0.70521015	0.87813692	0.94341199
ZMYM1	0.22830217	0.21740599	0.22330354	0.21882895	0.0743868	0.06839574	0.06888532	0.07024868	0.16456002	0.1628079	0.16121446	0.1645992	0.1093858	0.11111421	0.10495768	0.10521578
UBC	8.61860598	8.20083232	8.64796713	8.42960838	10.82879031	11.00878649	11.30591909	11.03292726	7.35287103	7.31814175	7.6264527	7.40697671	8.58611804	9.06094735	9.14642037	9.57899557
18S	49796.89473	51655.50368	49175.73857	51383.24133	55747.07733	56738.65888	56340.53059	57959.96607	47365.92275	48595.66423	45423.83395	45446.65747	48569.77794	52426.7088	52010.64828	51750.84432
HPRT1	1.26057775	1.34504266	1.2641741	1.3204538	1.25414034	1.30028124	1.24142664	1.28062783	1.21913011	1.20725123	1.23320952	1.19767683	1.14902396	1.1374707	1.12318922	1.1417778
SELE	0.00064468	0.00081503	0.00066633	0.00088877	0.00512828	0.00471529	0.00563277	0.00422915	0.0013113	0.00091484	0.00182141	0.00080023	0.00313227	0.00254308	0.00298358	0.00275223
LDLR	0.45767968	0.43440529	0.43654614	0.43951591	0.13169844	0.13359427	0.12537061	0.13099651	0.3201418	0.3252682	0.3211446	0.3191794	0.19802551	0.20035606	0.18837382	0.19536616
IL8	0.58425713	0.57423753	0.5790034	0.59458097	0.01653174	0.01430209	0.01689106	0.0150981	0.43335564	0.44081892	0.41759962	0.43514228	0.17044772	0.17644019	0.17737117	0.17364213
PTGS2	0.02921118	0.02861191	0.02673982	0.02894079	0.00913604	0.00917747	0.00881591	0.00870622	0.02248201	0.02226906	0.02338005	0.02222968	0.01266848	0.01266315	0.01289539	0.01455779
TYMS	0.99682197	1.04637012	1.04941051	1.05141474	0.03653729	0.03594913	0.03884212	0.03953711	0.77140031	0.75820681	0.84045541	0.81215516	0.33772319	0.34324538	0.34393718	0.35006873
DAD1	0.76849788	0.81633368	0.81336072	0.76412675	0.41894437	0.42244553	0.40463899	0.42328765	0.72246935	0.66143932	0.66473872	0.65093164	0.49175177	0.47518068	0.46517983	0.4609692
FABP1	1.46718933	1.4799108	1.47449016	1.48152085	0.00337374	0.00275869	0.00337356	0.00311008	1.04966551	1.06869577	1.06236778	1.08116939	0.39885834	0.39235824	0.39838468	0.40683702
DPP4	0.04970528	0.07979181	0.07786829	0.08520395	0.02396477	0.02338187	0.02091269	0.02275789	0.06696689	0.06367844	0.06816259	0.06251611	0.03699911	0.04076633	0.03777892	0.03406325
